article_id,source_id,title,published,summary
A610,the_guardian,"Air pollution affects us all, but there is a way we can breathe easier",2026-08-28T06:00:50+00:00,In this week’s newsletter: pollutants from fossil fuels and wildfires damage nearly every part of our bodies – but initiatives such as cycle zones can make our cities safer• Don’t get Down to Earth de
A611,the_guardian,Fairytales pending: the fringe musicals hoping to live happily ever after,2026-08-28T07:00:52+00:00,Edinburgh has given festival audiences a look at two long awaited musicals – Bliss and Disenchanted! – with both aiming to now scale up their spectacleThe Edinburgh fringe is mostly where new work is 
A612,the_guardian,‘I fight pain and fear with art’: how Yayoi Kusama blazed a trail for neurodivergent artists,2026-08-27T12:42:26+00:00,"The pioneering Japanese artist talked openly about how her mental health and neurodivergence informed her creativity, paving the way for the likes of Turner prize winner Nnena KaluYayoi Kusama – who h"
A613,the_guardian,From maligned second city to Insta magnet: Marseille is France’s new capital of overtourism | Mary Fitzgerald,2026-08-28T04:00:50+00:00,"This summer has been a tipping point. But it’s not too late to save what makes this place uniqueWhen I first started visiting Marseille more than 20 years ago, few could have predicted that France’s t"
A614,the_guardian,"Dear culture-war motorists, look to the future. We&#x27;ll all be driving at 20mph soon | Christian Wolmar",2026-08-28T05:00:48+00:00,"There are howls of protest from the right about plans for Birmingham to be a 20mph city. But it will be a good thing, and others will followIf it can happen in Birmingham, it can happen anywhere. Move"
A615,the_guardian,Food allergies when flying are no joke. That&#x27;s why nuts should be banned on planes | Lucy Pasha-Robinson,2026-08-27T15:00:32+00:00,"People with allergies must be able to travel without fear, and a compassionate society should respect thatWhat are you most scared of? Perhaps snakes send a chill down your spine. Or heights leave you"
A616,the_guardian,An $18bn settlement is a drop in the ocean for Meta – but the tide will still come for it | Chris Stokel-Walker,2026-08-27T13:11:16+00:00,"This week’s settlement without liability was pragmatic, but it doesn’t change the inevitability of further lawsuits around the world Not many people would count paying $18bn they didn’t expect to when"
A617,the_guardian,"We surveyed 6,000 Americans. Here is the winning message for Democrats | Dustin Guastella",2026-08-27T12:00:13+00:00,"It’s about ‘kitchen-table populism’: focusing on Americans’ day-to-day economic strugglesThis year’s Democratic primaries look and sound a lot more populist than usual. Brian Poindexter, a union iron "
A618,the_guardian,The Guardian view on the Nepal-Tibet floods: prepare for more climate-linked disasters | Editorial,2026-08-27T17:40:35+00:00,"Medicine, food and other supplies are the urgent priority. But the rising risks from shrinking glaciers must be faced tooThousands of people in Nepal and Tibet are in desperate need of emergency assis"
A619,the_guardian,Rebecca Hendin on Mark Zuckerberg and the Meta court settlement – cartoon,2026-08-27T15:40:21+00:00,Continue reading...
A620,the_guardian,"Transfer latest, Premier League news, European draws, and more: football – live",2026-08-28T10:14:24+00:00,Transfer news and buildup to this weekend’s fixturesGet in touch: contact Luke via emailBrighton women’s manager Dario Vidosic said of his time at the club:I have loved my time at the Albion and am pr
A621,the_guardian,"England v Pakistan: second men’s cricket Test, day two – live",2026-08-28T10:13:55+00:00,"Updates from day two at Lord’s; play starts 11am Day one report | Sign up for the Spin | mail Tim58th over: England 257-9 (Atkinson 35, Tongue 9) Gus Atkinson, who loves playing at Lord’s, would be en"
A622,the_guardian,Aston Villa’s squad is crumbling while Spurs splash out. Are the financial rules fair?,2026-08-28T09:00:01+00:00,Winning the Europa League and finishing fourth did not inoculate Villa and Spurs were not hampered by a season of woeIn theory Aston Villa supporters should have been rubbing their hands together at t
A623,the_guardian,The hollowing out of Tennis.com is a warning for American sports journalism,2026-08-28T09:00:54+00:00,"The site once paired news and scores with distinctive voices. Its overhaul under Sinclair Media is the latest sign that serious tennis writing in the US is becoming endangeredA few weeks ago, as I oft"
A624,the_guardian,"Sports quiz of the week: US Open, Premier League and La Vuelta",2026-08-28T09:32:48+00:00,"Have you been following the big stories in football, athletics, rugby league, cricket, boxing, tennis and cycling? Continue reading..."
A625,the_guardian,Premier League: 10 things to look out for this weekend,2026-08-27T23:01:41+00:00,"Liverpool need midfield nous, Michael Carrick is already under pressure and Villa can bid farewell to Enzi KonsaEnzo Maresca has a shiny new £85m midfielder he could select for a debut but he may want"
A626,the_guardian,Uefa raises stakes with criminal complaint in battle to unseat Infantino | Matt Hughes,2026-08-27T19:00:36+00:00,Uefa has begun a legal process against the embattled Fifa president but it will still be an uphill struggle to remove himAnyone who interpreted Uefa’s decision to withdraw a proposed boycott of Fifa c
