article_id,source_id,title,published,summary
A615,the_guardian,The climate fight has one great ally. You just can’t look at it directly | Bill McKibben,2026-09-23T10:00:46+00:00,"There is hope in solar power. As the UN meets, we are urging leaders to pursue a clear goal: clean energy for all by 2030Our message to global leaders: we need solar power everywhere by the decade’s e"
A616,the_guardian,I tried to become a gay tradwife – and failed abysmally | Arwa Mahdawi,2026-09-23T10:00:46+00:00,My sourdough starter died and my lone tomato nearly ruined me financially and emotionally. How did domestic drudgery and hard labour become an aspirational aesthetic?I have just eaten what may be the 
A617,the_guardian,Europe frets about Trump. But soon he could be the least of our problems | Mujtaba Rahman,2026-09-23T04:00:14+00:00,"The US relationship is stabilising, but how will Europe face up to Russia and China if President Le Pen is in power?I addressed a group of more than 100 European ambassadors recently on the big challe"
A618,the_guardian,"Great to see what Tom Cruise’s belly button looks like, but it’s the stuff he is never asked about that interests me | Marina Hyde",2026-09-22T13:16:11+00:00,"Most stars, and especially women, are endlessly expected to explain the past: the lessons learned and all the regrets. But not Tom – it’s Hollywood’s free passThere really is no press tour like a Tom "
A619,the_guardian,Trump invades the UN with a brutish speech | Ted Widmer,2026-09-22T21:30:06+00:00,"Gone was any shred of US idealism. It was a spectacle of raw power – a power that is likely to only diminish in the years aheadExpectations were low for Donald Trump’s address to the UN on Tuesday, an"
A620,the_guardian,Ella Baron on Andy Burnham’s visit to the United Nations – cartoon,2026-09-22T18:17:30+00:00,Donald Trump has praised the UK prime minister as a ‘natural businessman’ after their first meeting at the UN general assembly Continue reading...
A621,the_guardian,Disney+ criticised for advert break during Women’s Champions League game,2026-09-23T10:02:06+00:00,Arsenal match was interrupted during the second halfBreak understood to be have been unintendedDisney+ has been criticised by viewers after an advert break interrupted the second half of Tuesday’s liv
A622,the_guardian,Will anyone topple Infantino? How Fifa president is trying to cling on after World Cup sell-off debacle,2026-09-22T19:00:03+00:00,Fifa president continues to lobby for re-election despite no other candidates coming forward to challenge himFor Gianni Infantino there is no international break. The Fifa president is widely expected
A623,the_guardian,The Spin | The hundred club remains the batter’s holy grail – just ask Dan Lawrence,2026-09-23T09:30:06+00:00,"England batter’s agony on missing out at Edgbaston reminded us that however well you play, a century remains the ultimate validation“Nooooo!”There was something about Dan Lawrence’s pained groan at Ed"
A624,the_guardian,Prem Rugby 2026-27: the essential club-by-club guide to the new season,2026-09-23T07:00:18+00:00,"Bath have a point to prove, Newcastle are shy of an A-lister and Aaron Wainwright could prove the signing of the summer at Welford RoadThe 2025 champions go into the new campaign with a point to prove"
A625,the_guardian,Which football stadiums have the highest and lowest Google ratings? | The Knowledge,2026-09-23T07:00:17+00:00,"Plus: the longest waits for 0-0 draws, more early replica kits and champions with the smallest groundMail us with your all of your questions and answers“As someone who occasionally has to search for s"
A626,the_guardian,Jack Dempsey v Gene Tunney at 100: when a great champion met his greatest inquisitor,2026-09-23T09:00:08+00:00,"On 23 September 1926, two of the best heavyweights in American history met in front of 120,000 fans in Philadelphia. The fight drew in a nationThe two fights between Jack Dempsey and Gene Tunney rank "
A627,the_guardian,Columbus Crew sack coach Federico Higuaín for ‘man’s game’ jibe aimed at female referee,2026-09-23T09:49:04+00:00,Club coach also allegedly grabbed female official’s handReferees’ union criticises MLS’s two-match banMajor League Soccer club Columbus Crew have sacked their reserve team coach after he allegedly gra
A628,the_guardian,Mikel Arteta agrees contract extension expected to keep him at Arsenal until 2030,2026-09-22T17:36:29+00:00,Manager’s current deal to expire at end of the seasonSpaniard can expect big increase on £10m-a-year salaryMikel Arteta has agreed a long-term contract extension with Arsenal that includes a hefty pay
A629,the_guardian,Real Madrid call for La Liga president’s removal over his response to derby complaints,2026-09-22T17:02:53+00:00,Javier Tebas accused club of ‘permanent conspiracy’ talkReal Madrid hit back at president’s ‘intolerable’ behaviourReal Madrid want a new La Liga president in light of what they called “intolerable” c
A630,the_guardian,Republican jitters grow as unpopular Trump fuels midterm ‘bloodbath’ fears,2026-09-23T10:00:47+00:00,"Iran war, rising prices and president’s low ratings give Democrats advantage, but Republicans have poured cash into key races – could it be decisive?Donald Trump pulled out all the stops at the Republ"
